formula,image
"[ \Lambda _ { m } ^ { ( F ) } , \Lambda _ { n } ^ { ( F ) } ] = ( n - m ) \Lambda _ { m + n } ^ { ( F ) } , \qquad [ \Lambda _ { n } ^ { ( F ) } , f ] = ( z ^ { n + 1 } \partial _ { z } + { \bar { z } } ^ { n + 1 } \partial _ { \bar { z } } ) f .",2304831637.png
"| b _ { n - 1 , k + 2 } ^ { ( a ) } | \sim \frac { 2 } { ( k + 1 ) ( k + 2 ) } \frac { | V ^ { ( k ) } | } { k ! } | b _ { n - 1 , 0 } | .",30413a6cb2.png
{ \cal A } _ { \mu } = { \cal A } _ { \mu } ^ { c \ell } + g a _ { \mu },5c692aa937.png
"\gamma ( x ^ { 0 } , x ^ { 1 } ) \equiv \pi ( x ^ { 0 } , x ^ { 1 } ) - \frac { 1 } { 2 } \partial _ { 1 } \phi ( x ^ { 0 } , x ^ { 1 } ) \approx 0 ,",144dde7d97.png
"E _ { N } ( x ) = - { \frac { R } { 2 \pi } } \, \operatorname { l n } \left| { \frac { g _ { N } ^ { x } ( i R ) } { g _ { N } ^ { x = 1 } ( i R ) } } \right| + { \frac { 1 } { 2 \pi } } \int _ { 0 } ^ { R } \operatorname { l n } \left| { \frac { g _ { N } ^ { x } ( i \xi ) } { g _ { N } ^ { x = 1 } ( i \xi ) } } \right| \, d \xi \; .",4b8225cf02.png
"2 \int _ { 0 } ^ { \infty } a ^ { d } ( w ) q ( w ) ~ d w = 2 \int _ { 0 } ^ { \infty } a ^ { d } ( w ) \biggl [ 1 - 2 \epsilon \frac { { \cal H } ^ { 2 } } { a ^ { 2 } } ( d - 2 ) ( d - 1 ) \biggr ] ~ d w ,",1d51c240e3.png
"S = \int \, \frac { 1 } { 2 } \epsilon ^ { \mu \nu \lambda \rho } \left( B _ { \mu \nu } ^ { a } ( x ) R _ { \lambda \rho } ^ { a } ( x ) + \bar { B } _ { \mu \nu } ^ { a } ( x ) \bar { R } _ { \lambda \rho } ^ { a } ( x ) \right) .",4fb5db866b.png
"v ^ { \prime } * v ^ { \prime \prime } = ( b ^ { \prime } e ^ { - \lambda l _ { - } ^ { \prime \prime } } + e ^ { \lambda l _ { - } ^ { \prime } } b ^ { \prime \prime } , l _ { + } ^ { \prime } e ^ { - \lambda l _ { - } ^ { \prime \prime } } + e ^ { \lambda l _ { - } ^ { \prime } } l _ { + } ^ { \prime \prime } , l _ { - } ^ { \prime } + l _ { - } ^ { \prime \prime } )",3539c371d7.png
"u _ { i } ^ { \ u } = \frac { 1 } { \sqrt { 1 + t \bar { t } } } \left( \begin{array} { c c } { t } & { 1 } \\ { - 1 } & { \bar { t } } \\ \end{array} \right) , \ u _ { u } ^ { \ i } = \frac { 1 } { \sqrt { 1 + t \bar { t } } } \left( \begin{array} { c c } { \bar { t } } & { - 1 } \\ { 1 } & { t } \\ \end{array} \right) ,",512c99ad88.png
"I _ { 8 } ^ { \psi } = { \frac { 1 } { 2 } } { \hat { A } } ( T \Sigma ) t r ( e ^ { i F } ) t r ( e ^ { i G } ) ,",65cc59c68e.png
"{ \chi } ( z , \overline { { z } } ) \rightarrow { \chi } ^ { \prime } ( f , \overline { { f } } ) , \quad",6010b9f534.png
H _ { - } = - P _ { + } ; \quad H _ { 3 } = - { \frac { 1 } { 2 } } { \partial _ { x } ( u + P _ { + } ^ { ' } ) } - \lambda P _ { + },2642a6a384.png
r ^ { S } = \left( \begin{array} { c c c c } { r _ { + } ^ { S } } & { 0 } & { 0 } & { 0 } \\ { 0 } & { r _ { + } ^ { S } } & { 0 } & { 0 } \\ { 0 } & { 0 } & { 1 } & { 0 } \\ { 0 } & { 0 } & { 0 } & { r _ { \chi } ^ { S } } \\ \end{array} \right) \qquad r ^ { \delta _ { i } } = \left( \begin{array} { c c } { 1 } & { 0 } \\ { 0 } & { r _ { \delta _ { i } } } \\ \end{array} \right),79efb126c0.png
< B _ { \varphi } ( \rho ) > \sim \frac { \alpha I } { 3 \pi ^ { 2 } \rho } ( - \gamma - \frac { 5 } { 6 } + \mathrm { l n } 2 - \mathrm { l n } m \rho ),5dbf60b1a8.png
"\delta h ^ { A } = \tilde { B } _ { \; B } ^ { A } \, h ^ { B } \ ,",104c913380.png
"g _ { 2 } ( t ) = Q _ { 1 } ( t ) \equiv { \frac { 1 } { 2 } } t \operatorname { l n } { \frac { t + 1 } { t - 1 } } - 1 ,",4921c296ac.png
R _ { A B C D } = \frac { 4 \kappa ^ { 2 } \Lambda _ { b } } { d ( d - 1 ) } ( g _ { A C } g _ { B D } - g _ { A D } g _ { B C } ) =,2fffe5b11e.png
"\left[ j ^ { 0 a } \left( x \right) , j ^ { 0 b } \left( y \right) \right] _ { n . c . }",78ea360fde.png
\pi = \frac { \partial { \cal L } } { \partial \dot { \theta } } = \frac { 2 f ^ { 2 } } { ( 1 + \theta \bar { \theta } ) ^ { 2 } } \left( \dot { \bar { \theta } } - i \dot { \alpha } \bar { \theta } + g ^ { 0 k } \partial _ { k } \bar { \theta } \right) .,31b6716f42.png
"\Omega = \frac { 2 i } { \pi } \left( \frac { \delta m ^ { 2 } } { 4 E \hbar } \right) \int _ { t _ { 0 } } ^ { t _ { 0 } ^ { * } } { d t \sqrt { \operatorname { s i n } ^ { 2 } { 2 \theta _ { v } } + ( \zeta ( t ) - \operatorname { c o s } { 2 \theta _ { v } } ) ^ { 2 } } } \, .",41216b0c81.png
"\psi ( q , h ; z ) = A ( q , h ; z ) e x p [ \pm 2 h i \operatorname { s i n h } z ]",68272efc5d.png
"F _ { 0 } ( \tilde { E } ) = \operatorname* { l i m } _ { \tilde { N } \to 0 } F ( \tilde { E } , \tilde { N } ) \; .",24470ad3ed.png
"\mid d w \mid ^ { 2 } = \mid \partial _ { z } w \, d z + \partial _ { \overline { { z } } } w \, d \overline { { z } } \mid ^ { 2 } = \mid \partial _ { z } w \mid ^ { 2 } \, \mid d z + \mu \, d \overline { { z } } \mid ^ { 2 } .",2d047db1c6.png
"G ( X , Y ) = \langle 0 | \phi ( X ) \phi ( Y ) | 0 \rangle ,",150fb14df1.png
"g _ { 2 } \equiv r + \frac { \lambda v ^ { 2 } } { 2 } + \frac { w v ^ { 4 } } { 2 4 } ,",62a80b376c.png
"P = ( 1 + 2 \pi F \Theta ) ^ { - 1 } 2 \pi F = 2 \pi F ( 1 + \Theta 2 \pi F ) ^ { - 1 } ,",560a4104d0.png
"S _ { \mathrm { m a t t e r } } \leq \frac { A } { 4 } ,",68dc95514c.png
"{ \frac { \partial ^ { 2 } \varphi } { \partial \tau ^ { 2 } } } + { \frac { \partial ^ { 2 } \varphi } { \partial r ^ { 2 } } } + { \frac { 2 } { r } } { \frac { \partial \varphi } { \partial r } } = { \frac { \partial U ( \varphi , T ) } { \partial \varphi } } ,",2e35cd83e8.png
\partial ^ { \mu } \langle T ^ { \star } V _ { \mu } ( x ) V _ { \nu } ( y ) \rangle = 0,6be224a7dc.png
"{ \cal F } = \frac { 2 \pi } { i } U ( r ) \left( R ^ { \ast } ( r ) \partial _ { r } R ( r ) - R ( r ) \partial _ { r } R ^ { \ast } ( r ) \right) ,",1cd23cab39.png
\sqrt { ( a + ( 2 p - 1 ) \pi ) b } \ \ J _ { 1 } ( 2 \sqrt { ( a + ( 2 p - 1 ) \pi ) b } ) \} .,ea8d6365ec.png
"[ H , X _ { \pm } ] = \pm X _ { \pm } , \quad [ X _ { + } , X _ { - } ] = \frac { q ^ { H } - q ^ { - H } } { q - q ^ { - 1 } }",43c7270349.png
"S [ \Phi ] = \frac { 1 } { g _ { o } ^ { 2 } } \left[ \frac 1 2 \int \Phi \star Q \Phi + \frac 1 3 \int \Phi \star \Phi \star \Phi \right] ,",15876d62d9.png
S _ { W Z } = { \mu _ { p } e ^ { - m { \bar { m } } } } \int { \cal C } \wedge \mathrm { T r _ { s } } ( \; e ^ { { \cal F } } ) \ .,3fca813980.png
"[ [ K _ { m } , K _ { n } ] , J _ { p } ^ { i } ] = p ( m - n ) ( - J _ { m + n + p - 2 } ^ { i } + 2 J _ { m + n + p } ^ { i } - J _ { m + n + p + 2 } ^ { i } ] .",4211ff0585.png
\Gamma _ { \lambda \nu } ^ { \hspace { . 3 t r u e c m } \alpha } = \{ _ { \lambda \nu } ^ { \alpha } \} + S ^ { \alpha } g _ { \lambda \nu } - S _ { \lambda } \delta _ { \nu } ^ { \alpha },3363dbc98a.png
"\gamma ^ { 0 } = \left( \begin{array} { l l } { 0 } & { 1 } \\ { 1 } & { 0 } \\ \end{array} \right) , \qquad \gamma ^ { a } = \left( \begin{array} { l l } { 0 } & { \tau ^ { a } } \\ { - \tau ^ { a } } & { 0 } \\ \end{array} \right) ,",285cdab5fd.png
\sum _ { n } \operatorname { e x p } \left( - \frac { ( 2 \pi ) ^ { 2 } } { ( 4 \pi R ^ { 2 } ) 2 e ^ { 2 } T } n ^ { 2 } + \frac { 2 \pi i \kappa } { e T } n \hat { A } _ { 0 } \right),23859d7f60.png
- \frac 1 2 \left[ \frac { d ^ { 2 } } { d r ^ { 2 } } + \frac 1 r \frac d { d r } \right] \operatorname { l o g } \rho = \frac 1 { a ( 1 + c \rho ) } .,30538052e3.png
"E ( p ; l ) = \frac { m ^ { 2 } ( p ; l ) + \vec { p } _ { \perp } ^ { \ 2 } } { p ^ { + } } \, ,",180f9bf597.png
"( D _ { i } ( S ) ) _ { a b } \, B _ { b i } ( S ) = 0 \, .",3b20186fee.png
"L _ { I } = - e \phi ( t , { \bf r } ) \dot { t } + e { \bf A } ( t , { \bf r } ) \cdot \dot { \bf r } ,",3a7526fffa.png
"\hat { B } = ( 1 + \lambda _ { - } ) \Pi ^ { - } + ( 1 + \lambda _ { + } ) ( \mathrm { I } _ { 4 } - \Pi ^ { - } ) \, .",705b0adfcd.png
"S ^ { ( 1 ) } ( \vec { x } ) = \frac { { \vec { x } \; } ^ { 2 } - \lambda ^ { 2 } } { { \vec { x } \; } ^ { 2 } + \lambda ^ { 2 } } - \frac { 2 i \lambda \vec { \sigma } \cdot \vec { x } } { { \vec { x } \; } ^ { 2 } + \lambda ^ { 2 } } \; ,",2b78d2703a.png
"H ^ { 2 } = ( { \bf p } - e { \bf A } ) ^ { 2 } - e B \sigma ^ { 3 } + m ^ { 2 } ,",161dcd9e7e.png
"\left\| f \right\| _ { \infty } = e s s \operatorname* { s u p } \left| f ( \theta ) \right| ,",4f262bb1a5.png
"{ \cal L } = i \bar { \Psi } \partial \! \! \! / \, \Psi - m \bar { \Psi } \Psi",51e79e3e40.png
"J _ { \mu } = | { \cal A } ( r , t ) | ^ { 2 } \; \; ( \omega , k , 0 , 0 ) .",4862668d88.png
0 \to \Omega ^ { q } ( M ) \stackrel { \pi ^ { * } } { \to } \Omega ^ { q } ( Y ) \stackrel { \delta } { \to } \Omega ^ { q } ( Y ^ { [ 2 ] } ) \stackrel { \delta } { \to } \Omega ^ { q } ( Y ^ { [ 3 ] } ) \stackrel { \delta } { \to } \dots,1a124a473a.png
"\langle 0 | \mathrm { T r } \, \lambda ^ { 2 } | 0 \rangle ^ { 2 } = \frac { 2 ^ { 1 0 } \pi ^ { 4 } } { 5 } \, e ^ { - 8 \pi ^ { 2 } / g ^ { 2 } } \, \frac { M _ { \mathrm { P V } } ^ { 6 } } { g ^ { 4 } } = \frac { 1 4 4 } { 5 } \, \Lambda _ { G } ^ { 6 } \, ,",7399f25079.png
\phi _ { 0 } = \sum _ { n } g _ { n } \operatorname { l n } | z - z _ { n } | ^ { 2 },6a321c5ad5.png
"T _ { + + } = G _ { + + } + \partial _ { + } Y L \partial _ { + } Y ,",a34e95cee7.png
"\{ X , Y \} = \left. { \frac { \partial _ { r } X } { \partial \Phi ^ { A } } } \right| _ { K } \left. { \frac { \partial _ { l } Y } { \partial J _ { A } } } \right| _ { K } .",4067589a7d.png
"\int \, d { \bar { \eta } } _ { 1 } d { \bar { \eta } } _ { 2 } \, ( 8 S _ { \mathrm { c l } } ) ^ { - 1 } \ ,",295ef035e2.png
"\dot { y } ^ { i } = \left\{ y ^ { i } , H \right\} ,",2dd05763e2.png
"Y _ { 2 } R _ { 1 2 } K _ { 1 } R _ { 2 1 } = R _ { 1 2 } K _ { 1 } R _ { 2 1 } Y _ { 2 } + \eta _ { 3 } R _ { 1 2 } { \cal P } \quad ; \,",79da3971cd.png
q _ { i j } = \frac { 1 } { 2 } ( p + 1 - 2 i ) \delta _ { i j } I _ { m } .,2b3f544d2b.png
"\varphi = \frac { \bar { \varphi } _ { 1 } } { x } + \frac { \bar { \varphi } _ { 3 } } { 2 x ^ { 3 } } ( 3 \operatorname { c o s } ^ { 2 } \theta - 1 ) + \mathrm { h i g h e r } \ \mathrm { o r d e r } \ \mathrm { t e r m s } \ ,",dd986123b6.png
Q ^ { 2 } \sim \frac { 1 } { g _ { s } ^ { 2 } } \sqrt { 1 - | g _ { I i } ^ { 1 } | ^ { 2 } + \dots },6800b0b6db.png
"S _ { G } ( \lambda _ { 2 } , \lambda _ { 1 } ; [ Q , P ] ) = \int _ { \lambda _ { 1 } } ^ { \lambda _ { 2 } } d \lambda \left( P ( \lambda ) \, { \frac { d Q ( \lambda ) } { d \lambda } } \, - G ( Q ( \lambda ) , P ( \lambda ) ) \right) .",157fd40b78.png
"E = \frac { l } { R } M , \ \ \ T = \frac { l } { R } T _ { \mathrm { H K } } ,",7c2dcd523e.png
"Z ( j , k , z ) = \int \, ( d \, \phi _ { A } ) \operatorname { e x p } \, i \, L \; ,",2b1f1d1d22.png
"( h , v ) \ast ( h ^ { \prime } , v ^ { \prime } ) = ( h + h ^ { \prime } , \rho _ { 1 } ( h ) v ^ { \prime } + \rho _ { 2 } ( h ^ { \prime } ) ^ { - 1 } v )",6aefb3ccce.png
"\phi _ { - 2 , m } ( \tau , z ) = \frac { \Psi _ { 1 0 , m } ( \tau , z ) } { \eta ( \tau ) ^ { 2 4 } } \, ,",158e13c392.png
"\Omega _ { i j } ( \alpha _ { i j } ) = \operatorname { e x p } \{ - \alpha _ { ( i j ) } M _ { ( i j ) } \} \, ,",4940b480ab.png
"{ \cal A } = { \frac { 9 } { 1 6 } } \left( \int _ { - \infty } ^ { \infty } { \frac { d y } { ( 1 + y ^ { 2 } ) ^ { \frac { 5 } { 2 } } } } \right) ^ { 2 } = 1 ,",7ab93d1503.png
\sigma . \pi ^ { * } ( 6 c _ { 1 } - \eta ) + { \tilde { c } } ( F - N ) + { \tilde { d } } N = 0,285f6caa45.png
\int _ { _ { _ { _ { m _ { 1 } ^ { 2 } } } } } ^ { \infty } \protect,4dd45c73cb.png
"\eta ( x , u ) : = \left\{ \begin{array} { l l } { \mathrm { e x p } \left( 2 \overline { { a } } u ^ { - 1 } \right) } & { \mathrm { o n ~ \tilde { U } _ 1 ~ } , } \\ { g ( x , u ) \mathrm { e x p } \left( 2 \overline { { a } } u ^ { - 1 } \right) } & { \mathrm { o n ~ \tilde { U } _ 0 ~ . } } \\ \end{array} \right.",6963f79475.png
"\varphi ( x ^ { + } , x ^ { - } + L , x ^ { 1 } + s L , x ^ { 2 } ) = \varphi ( x ^ { + } , x ^ { - } , x ^ { 1 } , x ^ { 2 } ) \; ,",19f04137ac.png
"I = \frac { E ^ { 2 } v ^ { 1 } - E ^ { 1 } v ^ { 2 } - H } { \sqrt { 1 - v ^ { i } v ^ { i } } } ,",6a45d0ca79.png
\tilde { g } _ { k } ^ { * } = \frac { 2 0 \pi ^ { 4 } I _ { 3 } ^ { 3 } } { I _ { 4 } ^ { 3 } \left[ N I _ { 2 } ^ { 3 } - \frac { 5 ( I _ { 3 } ^ { 3 } ) ^ { 2 } } { I _ { 4 } ^ { 3 } } \right] ^ { 2 } } .,ea974d92b9.png
"S = 1 , \hspace { 0 . 3 i n } R \overline { { R } } = 1 , \hspace { 0 . 3 i n } G ^ { \prime } = G R , \hspace { 0 . 3 i n } F ^ { \prime } = F R ,",2f5c8d3525.png
"\langle \Phi _ { N } ^ { 2 } \rangle = { \frac { 1 } { g ^ { 2 } ( \mu = \sqrt { v } ) } } = { \frac { 1 } { g _ { \mathrm { e f f } } ^ { 2 } } } \raise 2 p t \mathrm { , }",c876a1f63f.png
"\Gamma _ { F } [ \varphi _ { 0 } , 0 ] \, = \, \int d ^ { 3 } x \, \frac { 4 } { \pi ^ { 2 } L ^ { 3 } } \sum _ { n = - \infty } ^ { \infty } \frac { 1 } { n ^ { 4 } } [ \operatorname { c o s } ( n e L \varphi _ { 0 } ) - ( - 1 ) ^ { n } ] \; ,",7b5af32e83.png
U \simeq \frac { m _ { 1 } ^ { 8 } } { m _ { 2 } ^ { 4 } } e ^ { - 2 ( \beta - \alpha ) \phi / M _ { p } } \qquad a s \qquad \beta \phi \gg M _ { p } .,27c4a8d37f.png
"d s ^ { 2 } = g ( x ) d \tau ^ { 2 } + g ^ { - 1 } ( x ) d x ^ { 2 } ,",3406a7e8fe.png
"f _ { n } = ( ( - 1 ) ^ { n } + 5 ^ { - ( n + 1 ) } ) \ { \frac { n ! } { 6 } } \, .",38821ad898.png
"\dot { \chi } _ { 1 } = \left\{ \chi _ { 1 } , H \right\} \approx 0",62f7d174ac.png
"[ N _ { l , \kappa } , \overline { { \Phi } } _ { m , \kappa ^ { \prime } } ] = \overline { { \Phi } } _ { m , \kappa ^ { \prime } } \delta _ { \kappa , \kappa ^ { \prime } } \delta _ { l , m }",2e1279ac12.png
"A _ { 2 } ^ { ( 1 ) } ( p _ { 1 } , p _ { 2 } ) = 2 N \frac { 1 } { ( 4 \pi ) ^ { d / 2 } } g _ { s } ^ { 2 }",1140dabfeb.png
H = p _ { i } \dot { x } _ { i } - L = \frac { 1 } { 2 m } ( p _ { i } - \frac { b } { 2 } \epsilon ^ { i j } x _ { j } ) ^ { 2 } = \frac { m } { 2 } v _ { i } ^ { 2 },5d6857b10f.png
\phi _ { \mathrm { R } } = ( 1 / \eta ) ( d \phi _ { \mathrm { I \bar { I } } } / d R ),637e853803.png
"x ^ { \alpha } = \Phi ^ { \alpha } ( \lambda ^ { A } ) \hspace { 1 c m } ( \alpha , \beta \dots = 0 , 1 , \dots , D - 1 ) .",ca859bd8d3.png
"d J ^ { ( k ) } \approx 0 , \; \delta _ { \Lambda } J ^ { ( k ) } = 0 .",4cc3ed6bf9.png
C ^ { { \mu } { \nu } } ( x ) = { \chi } ( x ) ( { \theta } ^ { { \mu } { \nu } } + i a { \eta } ^ { { \mu } { \nu } } ),6013d61feb.png
\mathbf { \omega } ^ { a } \equiv \mathbf { e } ^ { a },464d240148.png
X ^ { \mu } ( z ) = \hat { x } ^ { \mu } - i \hat { p } ^ { \mu } \operatorname { l o g } z + i \sum _ { n \neq 0 } \frac { \hat { \alpha } ^ { \mu } } { n } z ^ { - n },5c9a2a7536.png
"\int \sqrt { g } ~ \widehat { R } _ { \alpha \beta \gamma \delta } \nabla _ { \lambda _ { 1 } } \cdots \nabla _ { \lambda _ { p } } \widehat { R } _ { \mu \nu \lambda \rho } ,",80f24050ea.png
"F _ { ( 1 , \beta ) , ( 1 , \gamma ) } ^ { ( 1 , \alpha ) } = 4 \; \frac { ( - 1 ) ^ { \alpha - \beta - \gamma } } { ( \alpha - \beta - \gamma ) ! } \; \Theta _ { \alpha , \beta + \gamma } ,",4adb0870a1.png
"{ \cal V } = - 4 P ^ { s } P ^ { s } + 2 P _ { x } ^ { s } P _ { y } ^ { s } g ^ { x y } + 2 { \cal N } _ { i A } { \cal N } ^ { i A } \,",1d9a9c7928.png
\partial _ { \sigma } X _ { \mu } + \mathcal { F } _ { \mu \nu } ^ { a } i \partial _ { \tau } X _ { \nu } = 0 .,16bc1d67e5.png
"v _ { 2 l } = \frac { \partial \mathrm { ~ \cal ~ F ~ } _ { 0 } } { \partial t _ { 2 l - 1 } } ,",4e6adb7191.png
\frac { 1 } { 4 ! } ( \int _ { D } ) ^ { 4 } \langle F _ { t } ^ { 4 } \rangle = \frac { e ^ { 8 } } { 4 ! } r ^ { 4 } \langle n ^ { 4 } \rangle \Delta ^ { 4 },3116762200.png
"{ \frac { 1 } { 2 } } [ \dot { x } _ { \mu } ( \tau _ { i } + \epsilon ) - \dot { x } _ { \mu } ( \tau _ { i } - \epsilon ) ] = l i m _ { \epsilon \rightarrow 0 } \, i k _ { i \mu } , \quad i = 1 , . . . , M .",19d9c74a8d.png
"F _ { 2 } ( p , q ) = { \frac { 1 } { ( 4 \pi ^ { 2 } ) } } [ \xi _ { 0 1 } ( p , q ) - \xi _ { 0 2 } ( p , q ) - \xi _ { 1 1 } ( p , q ) ]",183c851179.png
"4 \pi { \cal L } ^ { \mathrm { g a u g e } } = - { \textstyle { \frac { i } { 8 } } } ( { \cal N } _ { I J } \, F _ { \mu \nu } ^ { + I } F ^ { + \mu \nu J } - \bar { \cal N } _ { I J } \, F _ { \mu \nu } ^ { - I } F ^ { - \mu \nu J } ) ,",5e0fca6b82.png
"g _ { D } = 4 ( u ^ { 2 } - \Lambda _ { S W } ^ { 4 } ) f _ { D } ^ { \prime } , \qquad g = 4 ( u ^ { 2 } - \Lambda _ { S W } ^ { 4 } ) f ^ { \prime } ,",5af1c6e1fc.png
"W ^ { 2 } = 1 \, , \qquad W U _ { \bf n } W = U _ { - \bf n } \, .",12d0190e9b.png
"L = - { \frac { 1 } { 4 } } F _ { \mu \nu } F ^ { \mu \nu } - { \frac { 1 } { 2 } } \left| D _ { \mu } \Phi \right| ^ { 2 } - { \frac { \lambda } { 4 } } \left( | \Phi | ^ { 2 } - { \frac { \mu ^ { 2 } } { \lambda } } \right) ^ { 2 } ,",2cac5340ff.png
"{ \cal L } _ { \mathrm { M S Y M } } = { \frac { 1 } { 4 } } \, H _ { i j } ^ { a } H _ { i j } ^ { a } \; + \; \delta { \cal L } _ { \mathrm { M S Y M } } ,",761d0eb188.png
"[ r _ { 1 2 } ( u ) , r _ { 2 3 } ( v ) ] = \sum r ^ { \mu \nu } ( u ) r ^ { \rho \sigma } ( v ) X _ { \mu } \otimes [ X _ { \nu } , X _ { \rho } ] \otimes X _ { \sigma } ~ .",1f5a43cc8e.png
\lambda ^ { \frac { 1 } { 2 } } P _ { L _ { + } } - \lambda ^ { - { \frac { 1 } { 2 } } } P _ { L _ { - } } = ( q ^ { \frac { 1 } { 2 } } - q ^ { - { \frac { 1 } { 2 } } } ) P _ { L _ { 0 } },1c3a9daede.png
"M ^ { 1 } = M ^ { 2 } = : M \; \Rightarrow \; \epsilon ^ { 1 } ( \theta ) = \epsilon ^ { 2 } ( \theta ) = r M \operatorname { c o s h } \theta \; ,",46aa1f60bb.png
"E _ { A B C D } ^ { G } = C ^ { E F G } \, d _ { E ( A B } \, d _ { C D ) F } - \delta _ { ( A } ^ { G } \, d _ { B C D ) } \ ,",535cf78cf5.png
"\frac { \gamma \bar { \gamma } } { 4 } = \operatorname { t a n } ^ { 2 } \left( \frac { \theta } { 2 } \right) ,",51ec7b2929.png
"T ^ { \mu \nu } ( x ) = \frac { 1 } { 2 \pi \alpha ^ { \prime } } \int d \sigma d \tau \; ( \dot { X } ^ { \mu } \dot { X } ^ { \nu } - X ^ { \mu } X ^ { \nu } ) \delta ( x - X ( \sigma , \tau ) )",369b67fe19.png
"4 \partial _ { 2 } \partial _ { \overline { { 2 } } } \nu = 0 ~ ~ ~ ( | \psi _ { 1 } | = | \phi | ) ,",2bc99bdd7d.png
\tau = { \frac { 2 i } { \pi } } \operatorname { l o g } { \frac { a } { \Lambda } } + { \frac { 3 i } { \pi } } + \sum _ { k = 0 } ^ { \infty } { \cal F } _ { k } ( 1 - 4 k ) ( 2 - 4 k ) \left( { \frac { a } { \Lambda } } \right) ^ { - 4 k } .,db60a13f44.png
\delta ( \tilde { g } ( A _ { \nu } ^ { \omega } ) ) \equiv \frac { \operatorname* { l i m } _ { \alpha \rightarrow 0 } e ^ { - \frac { 1 } { 2 \alpha } \int g ( A _ { \nu } ^ { \omega } ) d x } } { \operatorname* { l i m } _ { \alpha \rightarrow 0 } \int { \cal D } \Lambda e ^ { - \frac { 1 } { 2 \alpha } \int d x \Lambda ^ { 2 } } },62d65e588b.png
\partial _ { \mu } \theta _ { \mu \nu } = \psi ^ { + } \gamma _ { \mu } F _ { \mu \nu } \psi .,7e913287de.png
\alpha ^ { \prime } ( M ^ { 2 } - m _ { 0 } ^ { 2 } ) = \sum _ { n = 1 } ^ { \infty } \alpha _ { - n } \alpha _ { n } + \sum _ { n = 1 } ^ { \infty } \widetilde { \alpha } _ { - n } \widetilde { \alpha } _ { n } \ .,c897c35c0c.png
"\{ F , H \} = \frac { 4 \pi } k \int _ { \Sigma } d ^ { 2 } z \frac { \delta F } { \delta A _ { i } ^ { a } ( z ) }",562f554cde.png
"{ \bf 5 6 } \to ( { \bf 8 _ { v } , 2 , 1 , 1 } ) + ( { \bf 8 _ { s } , 1 , 2 , 1 } ) + ( { \bf 8 _ { c } , 1 , 1 , 2 } ) + ( { \bf 1 , 2 , 2 , 2 } )",71535489bf.png
"{ \cal L } = p \dot { x } + { \frac { i } { 2 } } \delta ^ { i j } \chi _ { i } \dot { \chi } _ { j } - H \quad ,",7241dee846.png
"\sqrt { 2 m } \int _ { x _ { 1 } } ^ { x _ { 2 } } d x \sqrt { E - V ( x ) } = \left( n + \frac { 1 } { 2 } \right) \hbar \pi \, ,",4e0165b350.png
"\left. u _ { a b } ^ { c } \right| _ { s u ( k ) } = \left. u _ { t _ { i } a , t _ { i } b } ^ { t _ { i } c } \right| _ { s u ( k _ { i } ) }",58df75695a.png
"{ \cal Z } = \frac { 1 } { 2 \pi i } \int _ { { \cal C } _ { 0 } } \frac { d z } { z + e ^ { - \frac { \pi } { g _ { n c } ^ { 2 } \theta } } } \operatorname { e x p } \left[ z \Phi ( - z ; \frac { 3 } { 2 } ; 1 ) \frac { A _ { n c } } { \sqrt { 2 \pi g _ { n c } ^ { 2 } \theta ^ { 3 } } } \, \, \right] ,",a2dfda9148.png
"\Omega ^ { n } = \underbrace { \Omega ^ { 1 } \otimes \cdots \otimes \Omega ^ { 1 } } _ { n \ \ c o p i e s } ,",58ab6a6e6d.png
\begin{array} { c c } { \xi ^ { + } = \left( \begin{array} { c } { i } \\ { 1 } \\ \end{array} \right) } & { \xi ^ { - } = \left( \begin{array} { c } { 1 } \\ { i } \\ \end{array} \right) } \\ \end{array},45d5bbf8eb.png
{ \cal F } ~ \equiv ~ \left\{ \tau \left| | \tau _ { 1 } | \leq \frac { 1 } { 2 } ; ~ \vert \tau \vert \geq 1 ; \tau _ { 2 } > 0 \right. \right\},27d5847c12.png
{ \mathrm { T r } } ( \gamma _ { a } ^ { \mu } ) = 0 ~ \forall a \not = 1,61f3cb6901.png
"M ^ { 2 } = | \Upsilon | ^ { 2 } \ , \quad k = - \frac { \Gamma } { 2 \sqrt { 2 } M } \; .",74bac7bea4.png
G = - 1 2 \left( \begin{array} { c c c } { 1 } & { \frac { 1 } { 2 } } & { 0 } \\ { \frac { 1 } { 2 } } & { 0 } & { 0 } \\ { 0 } & { 0 } & { - 3 } \\ \end{array} \right) \; .,2678e1ec8d.png
"K ( x ^ { \prime } , x ; t ) = \int _ { q } ^ { q ^ { \prime } } [ d q ] \int _ { g } ^ { g ^ { \prime } } [ d g ] \, e ^ { i I [ g ( \cdot ) \sigma ( q ( \cdot ) ) ] } ,",13abac4583.png
\overline { { \gamma _ { \mu } } } = C \gamma _ { \mu } C ^ { - 1 },60f452b00d.png
\partial _ { y } \phi = m \sum _ { i = 0 } ^ { r } \sqrt { 2 n _ { i } / e _ { i } ^ { 2 } } e _ { i } \operatorname { e x p } ( e _ { i } \cdot \phi ) .,1e490e7aad.png
n \sim \int s i n ^ { 2 } \theta | { \bf j } ( { \bf k } ) | ^ { 2 } { \frac { 1 } { \omega } } ~ d ^ { 3 } k \; .,452c3690a6.png
